date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:47:23	2529/2529	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20May%202020%2014:18:46%20GMT	https://demo.w3layouts.com/assets/css/fonts/fontawesome/css/font-awesome.min.css	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/assets/css/fonts/fontawesome/css/font-awesome.min.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
19:47:24	2529/2529	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20May%202020%2014:18:46%20GMT	https://demo.w3layouts.com/assets/css/bootstrap.css	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/assets/css/bootstrap.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
19:47:24	2529/2529	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20May%202020%2014:18:46%20GMT	https://demo.w3layouts.com/assets/css/xenon-core.css	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/assets/css/xenon-core.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
19:47:24	2529/2529	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20May%202020%2014:18:47%20GMT	https://demo.w3layouts.com/assets/css/xenon-forms.css	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/assets/css/xenon-forms.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
19:47:25	2529/2529	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20May%202020%2014:18:47%20GMT	https://demo.w3layouts.com/assets/css/xenon-components.css	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/assets/css/xenon-components.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
19:47:25	2529/2529	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20May%202020%2014:18:47%20GMT	https://demo.w3layouts.com/assets/css/xenon-skins.css	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/assets/css/xenon-skins.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
19:47:25	2529/2529	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20May%202020%2014:18:48%20GMT	https://demo.w3layouts.com/assets/css/custom.css	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/assets/css/custom.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
19:47:26	2529/2529	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20May%202020%2014:18:48%20GMT	https://demo.w3layouts.com/assets/js/jquery-1.11.1.min.js	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/assets/js/jquery-1.11.1.min.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
19:47:26	2529/2529	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20May%202020%2014:18:48%20GMT	https://demo.w3layouts.com/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/assets/js/bootstrap.min.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
19:47:27	2529/2529	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20May%202020%2014:18:49%20GMT	https://demo.w3layouts.com/assets/js/TweenMax.min.js	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/assets/js/TweenMax.min.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
19:47:27	2529/2529	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20May%202020%2014:18:49%20GMT	https://demo.w3layouts.com/assets/js/resizeable.js	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/assets/js/resizeable.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
19:47:27	2529/2529	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20May%202020%2014:18:50%20GMT	https://demo.w3layouts.com/assets/js/joinable.js	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/assets/js/joinable.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
19:47:28	2529/2529	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20May%202020%2014:18:50%20GMT	https://demo.w3layouts.com/assets/js/xenon-api.js	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/assets/js/xenon-api.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
19:47:28	2529/2529	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20May%202020%2014:18:50%20GMT	https://demo.w3layouts.com/assets/js/xenon-toggles.js	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/assets/js/xenon-toggles.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
19:47:28	2529/2529	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20May%202020%2014:18:51%20GMT	https://demo.w3layouts.com/assets/js/xenon-custom.js	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/assets/js/xenon-custom.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
